"FAC.","FACILITY NAME","ACTIVITY TYPE","ACTIVITY DATE","S or U","STAFF INITIALS","NOTES","SERVIC_KEY","FAC KEY","FACILITY TYPE","DAYCARE RED VIOLATIONS","REINSPECTION DUE","s_GUID","s_ColLineage","s_Generation","s_Lineage"
"27DCC81","THE CHILDREN'S SCHOOL @ URMC-CCLC","ANNUAL INSPECTION",2014-09-17 0:00:00,"U","PR",,1410960459,,"DAY CARE CENTER",0,,"{CDB7F734-5435-4C69-831D-983056A82740}",,283,
"27DCC66","JACK N' JILL/EMPIRE","ANNUAL INSPECTION",2014-09-17 0:00:00,"U","PR",,1410965042,,"DAY CARE CENTER",1,,"{20274203-D08D-4AB9-A8E0-C009735752E2}",,283,
"27DCC212","JACK N' JILL INFANT CENTER","ANNUAL INSPECTION",2014-09-17 0:00:00,"S","PR",,1410967943,,"DAY CARE CENTER",0,,"{192DF87F-44B4-4AF2-85C0-9894114A9ED3}",,283,
"27-0330","CREATIVE THEMES DAY CAMP","OPERATIONAL INSPECTION",2014-08-19 0:00:00,"S","PR",,1408469388,,"CHILDREN'S DAY CAMP",0,,"{EA8AE22F-5F9D-4D3C-9E31-BAEE54D42B6B}",,283,
"27-6067","WAYSIDE GARDENS FARMWORKER HOUSING","PARTIAL INSPECTION",2014-08-19 0:00:00,"S","PR",,912455069,,"MIGRANT HOUSING",0,,"{DD3A0B9C-707C-4917-ABE5-DE9B2BF8811B}",,283,
"27-8438","CAMP HERITAGE","PRE-OP INSPECTION",2014-08-22 0:00:00,"S","ES",,1408726072,,"CHILDREN'S PHYSICALLY HANDICAPPED OVERNIGHT CAMP",0,,"{6A3167B1-879F-46E1-AED4-6C09F5E32C60}",,283,
"27dcc297","STEPPING STONES LEARNING CENTER","PRE-OP INSPECTION",2014-08-25 0:00:00,"S","ES","The kitchen has a 3 bay sink, along with a fruit and vegetable sink with an indirect drain and a separate hand wash sink.",1408986021,,"DAY CARE CENTER",0,,"{5119BC45-0277-44C6-8D48-5CE021C9499A}",,283,
"27-3134","HOLIDAY INN HOTEL AND SUITES","3RD REINSPECTION",2014-09-03 0:00:00,"S","PR",,1409770393,,"HOTEL/MOTEL",0,,"{2F134C27-B79C-490F-A1EE-9FD61536863A}",,283,
"27-0645","RADISSON HOTEL ROCHESTER AIRPORT","ANNUAL INSPECTION",2013-11-20 0:00:00,"U","PR",,8449,,"HOTEL/MOTEL",0,,"{1EB66CF4-21C5-4080-80F7-6061DF25BE42}",,276,
"27dcc30","CHILDREN'S CENTER OF BRIGHTON #1","2ND ANNUAL INSPECTION",2013-11-21 0:00:00,"U","PR",,8450,,"DAY CARE CENTER",0,,"{690D9DF0-0E02-4423-88B0-0554A8950FF2}",,276,
"27dcc99","NEW BORN FELLOWSHIP DAY CARE","2ND ANNUAL INSPECTION",2013-11-21 0:00:00,"S","PR",,8451,,"DAY CARE CENTER",0,,"{358E1C6F-3BA4-41BF-98E4-E23F564ABCD9}",,276,
"27-7564","TANNING BED/BRIGHTON","ANNUAL INSPECTION",2014-04-22 0:00:00,"S","PR",,8714,,"TANNING FACILITY",0,,"{1C218AC4-E725-4E82-B326-C074687F1E52}",,276,
"27-8302","FAIRFIELD INN WEST","FIELD VISIT",2014-04-22 0:00:00,"S","PR",,8715,,"HOTEL",0,,"{B2A62B70-329D-46F0-BBE6-0DB2EA51FDDB}",,276,
"27dcc264","ANGEL WINGS CHILD CARE","ANNUAL INSPECTION",2014-04-22 0:00:00,"S","PR",,8716,,"DAY CARE CENTER",0,,"{6657F36B-A6CC-48E1-BF04-D032DE36D974}",,276,
"27dcc292","KREATIVE KIDS ZONE CHILD CARE CENTER Site #2","PRE-OP INSPECTION",2014-04-22 0:00:00,"S","PR",,8717,,"DAY CARE CENTER",0,,"{DD1D3978-B6D1-452C-8CC6-5B61562620E0}",,276,
"27dcc189","DOODLE BUGS CHILD CARE CENTER","ANNUAL INSPECTION",2014-04-23 0:00:00,"S","PR",,8718,,"DAY CARE CENTER",0,,"{A598D1AC-0C74-4097-8AD7-872D91B6406A}",,276,
"27dcc120","GENERATIONS/EMPIRE","1ST REINSPECTION",2014-04-23 0:00:00,"S","PR",,8719,,"DAY CARE CENTER",0,,"{545EBFDC-98EA-4179-B391-BC135F07AE14}",,276,
"27-8313","HI-WAY REST MOTEL","1ST REINSPECTION",2014-04-23 0:00:00,"S","PR",,8720,,"HOTEL/MOTEL",0,,"{4A00CC2B-D432-4B7F-A8F1-0793C5CDCC73}",,276,
"27-8263","LAQUINTA INN & SUITES","ANNUAL INSPECTION",2014-04-23 0:00:00,"U","PR",,8721,,"HOTEL/MOTEL",0,,"{DE502CF1-E8BC-49A2-B827-E9E90FD390A6}",,276,
"27-5343","HEBERLE MIGRANT CAMP #3","ANNUAL INSPECTION",2014-04-24 0:00:00,"S","Pr",,8722,,"MIGRANT HOUSING",0,,"{3516DBF9-494E-451A-BB71-C0D44BFA895C}",,415,
"27-7638","WORLD TANNING EXPRESS","1ST REINSPECTION",2014-04-24 0:00:00,"S","PR",,8723,,"TANNING FACILITY",0,,"{6DB3782E-A924-43D7-ACF0-B4226B55516A}",,276,
"27dcc204","BUBBLES DAY CARE","ANNUAL INSPECTION",2014-04-24 0:00:00,"U","PR",,8724,,"DAY CARE CENTER",0,,"{A4A8D4E0-CD00-4FFC-AA1F-9BDB52A73878}",,276,
"27-0090","TOWN & COUNTRY MOBILE HOME PARK","1ST REINSPECTION",2014-04-25 0:00:00,"S","PR",,8725,,"MOBILE HOME PARK",0,,"{342C5CD0-8177-4B66-9760-16AAB79AAE77}",,276,
"27-8364","GREATER ROCHESTER FITNESS CENTER","PRE-OP INSPECTION",2014-04-25 0:00:00,"S","PR",,8726,,"TANNING FACILITY",0,,"{4DA380ED-5092-4DA5-A172-DF970AC35BD4}",,276,
"27dcc18","CARE A LOT CHILDCARE OF HEN.","ANNUAL INSPECTION",2014-04-28 0:00:00,"S","PR",,8727,,"DAY CARE CENTER",0,,"{CDFAC056-D0CC-4BE8-97D1-CEDCC70D739E}",,276,
"27dcc144","STORYBOOK #1/TOBEY ROAD","1ST REINSPECTION",2014-04-28 0:00:00,"S","PR",,8728,,"DAY CARE CENTER",0,,"{1231AF7B-95EC-451A-8CE7-382E0E5978C2}",,276,
"27-6067","WAYSIDE GARDENS FARMWORKER HOUSING","ANNUAL INSPECTION",2014-04-28 0:00:00,"U","PR",,8729,,"MIGRANT HOUSING",0,,"{55ABA55E-59EC-438B-931B-C736A5E730D5}",,276,
"27-5192","MARTIN FARMS MIGRANT LABOR CAMP","PARTIAL INSPECTION",2014-04-29 0:00:00,"S","PR",,8730,,"MIGRANT HOUSING",0,,"{D1843EE6-F9BA-46BB-9F4F-E35990E3EA6A}",,276,
"27dcc178","HEADSTART/CLIFFORD AVE.","ANNUAL INSPECTION",2014-04-29 0:00:00,"S","PR",,8731,,"DAY CARE CENTER",0,,"{CB97DE0F-E3FF-4152-BABB-56CBE6701D0E}",,276,
"27-7754","PLANET FITNESS - IRONDEQUOIT","1ST REINSPECTION",2014-04-29 0:00:00,"S","PR",,8732,,"TANNING FACILITY",0,,"{7E9C514E-7B70-4E3B-8D7A-C98BF89DA7B4}",,276,
"27-6321","COMFORT INN WEST","ANNUAL INSPECTION",2014-04-29 0:00:00,"U","PR",,8733,,"HOTEL/MOTEL",0,,"{13B5B9A7-D159-41A9-A54F-9B7D65AF144E}",,276,
"27-7549","TANNING BED/BROCKPORT","1ST REINSPECTION",2014-04-28 0:00:00,"S","PR",,8734,,"TANNING FACILITY",0,,"{4C5AD47E-89F7-4BA7-8796-F5BEAB3E4B4F}",,276,
"27-6992","VAN PUTTE FARMWORKER HOUSING","PARTIAL INSPECTION",2014-04-30 0:00:00,"S","PR",,8735,,"MIGRANT HOUSING",0,,"{EB024F76-71E1-403D-8CFD-5528532EF70A}",,276,
"27-0138","FRIENDLY MOTEL","ANNUAL INSPECTION",2014-04-30 0:00:00,"U","PR",,8736,,"HOTEL/MOTEL",0,,"{812D43FF-7EE7-435B-A524-24636C49E9A4}",,276,
"27-4959","BRESLAWSKI MIGRANT LABOR CAMP","ANNUAL INSPECTION",2014-04-30 0:00:00,"S","PR",,8737,,"MIGRANT HOUSING",0,,"{339A879A-D506-42C0-9524-09E736573AEF}",,276,
"27dcc19","CARE-A-LOT CHILD CARE","ANNUAL INSPECTION",2014-04-30 0:00:00,"S","PR",,8738,,"DAY CARE CENTER",0,,"{15EEFAC9-5412-4F9D-8C8C-E04F5AA2CF82}",,276,
"27dcc191","PARK AVE. DCC EAST","ANNUAL INSPECTION",2014-05-01 0:00:00,"S","PR",,8739,,"DAY CARE CENTER",0,,"{F576B298-0B5C-479B-8612-E45BB83606CE}",,276,
"27-8059","HAMPTON INN & SUITES - HENRIETTA","ANNUAL INSPECTION",2014-05-01 0:00:00,"U","PR",,8740,,"HOTEL/MOTEL",0,,"{8D35D86E-1D09-42E3-A270-8153050E7D82}",,276,
"27-7602","MAXIMUM TAN/MONROE","ANNUAL INSPECTION",2014-05-01 0:00:00,"U","PR",,8741,,"TANNING FACILITY",0,,"{F96F3970-B3D2-40C3-BB11-B1893583959F}",,277,
"27-7590","MAXIMUM TAN III/FAIRPORT","ANNUAL INSPECTION",2014-05-02 0:00:00,"S","PR",,8742,,"TANNING FACILITY",0,,"{B4620EA1-9879-48D7-9AF9-FDE824748B39}",,277,
"27-7525","TANNING BED/LATTA RD.","3RD REINSPECTION",2014-05-02 0:00:00,"S","PR",,8743,,"TANNING FACILITY",0,,"{EAC7B2C0-554F-4F03-AD2A-6994774C2396}",,277,
"27-5127","DOUBLETREE HOTEL ROCHESTER","ANNUAL INSPECTION",2014-05-02 0:00:00,"U","PR",,8744,,"HOTEL/MOTEL",0,,"{47784B9B-9F65-4D6E-9EE8-E6B540DF4D16}",,277,
"27dcc194","NORTH PONDS KINDER CARE","ANNUAL INSPECTION",2014-05-05 0:00:00,"U","PR",,8745,,"DAY CARE CENTER",0,,"{2B2467D7-74A6-4770-9F3E-A1ABBCE690FC}",,277,
"27-7463","ATLAS HEALTH & FITNESS","1ST REINSPECTION",2014-05-05 0:00:00,"S","PR",,8746,,"TANNING FACILITY",0,,"{C246267E-580D-4B7B-8497-932C428C54F2}",,277,
"27-3134","HOLIDAY INN HOTEL AND SUITES","ANNUAL INSPECTION",2014-05-05 0:00:00,"U","PR",,8747,,"HOTEL/MOTEL",0,,"{9DD7118B-A634-4CE5-AC45-9316CCE439E6}",,277,
"27-5192","MARTIN FARMS MIGRANT LABOR CAMP","PARTIAL INSPECTION",2013-11-21 0:00:00,"S","PR",,8452,,"MIGRANT HOUSING",0,,"{AB21D2F5-B533-4B33-9BF7-EA2B990BA9AE}",,277,
"27-7968","NICHOLS MOBILE HOME PARK","ANNUAL INSPECTION",2013-10-17 0:00:00,"s","pr",,8453,,"MOBILE HOME PARK",0,,"{80F3ABF2-043F-4B83-AF0C-108074E1E617}",,277,
"27dcc120","GENERATIONS/EMPIRE","2ND ANNUAL INSPECTION",2013-11-25 0:00:00,"S","PR",,8454,,"DAY CARE CENTER",0,,"{3BAF50BF-33CE-4D9B-A437-AE125827F246}",,277,
"27dcc178","HEADSTART/CLIFFORD AVE.","2ND ANNUAL INSPECTION",2013-11-25 0:00:00,"S","PR",,8455,,"DAY CARE CENTER",0,,"{C6DCAC87-76B0-48BF-8562-4E14389FFE61}",,277,
"27-6117","CONROW MIGRANT FARMWORKER CAMP","PARTIAL INSPECTION",2013-11-25 0:00:00,"S","PR",,8456,,"MIGRANT HOUSING",0,,"{E9055757-1496-4904-9E43-AC75B59668EF}",,277,
"27dcc29","CHILD'S PLAY","2ND ANNUAL INSPECTION",2013-11-26 0:00:00,"S","PR",,8457,,"DAY CARE CENTER",0,,"{4A44B704-BAA3-48C1-9F68-CF525D332EF1}",,277,
"27-6574","BRIGHTLY FARMS FARMWORKER HOUSING","PARTIAL INSPECTION",2013-11-26 0:00:00,"S","PR",,8458,,"MIGRANT HOUSING",0,,"{4E2F2BCF-8F1B-49C1-B89F-38853F613FEE}",,277,
"27dcc36","COMMUNITY CHILD CARE","2ND ANNUAL INSPECTION",2013-12-02 0:00:00,"S","PR",,8459,,"DAY CARE CENTER",0,,"{2988C340-6CC1-4EC3-9B37-E36C18216AF9}",,277,
"27dcc153","TOT-AL CARE/PERINTON","2ND ANNUAL INSPECTION",2013-12-02 0:00:00,"S","PR",,8460,,"DAY CARE CENTER",0,,"{E8E4A092-E82C-4796-8478-02AB2A6DB347}",,277,
"27dcc77","INSPIRE LEARNING AND CHILDCARE/PATTONWOOD","2ND ANNUAL INSPECTION",2013-12-03 0:00:00,"U","PR",,8461,,"DAY CARE CENTER",1,,"{E60A6920-A738-46C3-9B26-9C8EFDD39D47}",,277,
"27dcc249","Sunshine Village Day Care","2ND ANNUAL INSPECTION",2013-12-03 0:00:00,"S","PR",,8462,,"DAY CARE CENTER",0,,"{F424BF04-317F-45E6-9A9C-D4772AEB381B}",,277,
"27dcc248","GENTLE TOUCH DAY CARE","2ND ANNUAL INSPECTION",2013-12-04 0:00:00,"S","PR",,8463,,"DAY CARE CENTER",0,,"{F7A59ADB-EAE4-44C8-9DBC-C165649B9DA8}",,277,
"27dcc77","INSPIRE LEARNING AND CHILDCARE/PATTONWOOD","1ST REINSPECTION",2013-12-04 0:00:00,"S","PR",,8464,,"DAY CARE CENTER",0,,"{44209F79-AB5E-4915-A87F-43F16B0AC057}",,277,
"27-7931","VISTA HEIGHTS INN","2ND REINSPECTION",2013-12-04 0:00:00,"U","PR",,8465,,"HOTEL/MOTEL",0,,"{FBA8E7AC-4D25-4123-B8F3-03F368B75406}",,277,
"27dcc87","LITTLE HEARTS DCC","2ND ANNUAL INSPECTION",2013-12-05 0:00:00,"S","PR",,8466,,"DAY CARE CENTER",0,,"{BDC29672-46F0-4ED1-9597-764007416C3F}",,277,
"27dcc170","CARING AND SHARING","2ND ANNUAL INSPECTION",2013-12-05 0:00:00,"U","PR",,8467,,"DAY CARE CENTER",1,,"{623F0D0E-1B2C-4279-B165-2A0DF782E727}",,277,
"27-1270","COUNTRY INN & SUITES/BRIGHTON","1ST REINSPECTION",2013-12-05 0:00:00,"S","PR",,8468,,"HOTEL/MOTEL",0,,"{452EFD27-F52F-47FB-B51D-1CE23A063775}",,277,
"27-7929","HAMPTON INN - BROCKPORT","ANNUAL INSPECTION",2013-12-05 0:00:00,"U","PR",,8469,,"HOTEL/MOTEL",0,,"{729A2BC8-B267-4EF3-8A77-98AE0932055C}",,277,
"27dcc32","KINDER CARE - FAIRPORT","2ND ANNUAL INSPECTION",2013-12-06 0:00:00,"S","PR",,8470,,"DAY CARE CENTER",0,,"{F609D1AE-85C7-4635-8401-E031E5934301}",,277,
"27dcc21","CHILD TIME/CALKINS","2ND ANNUAL INSPECTION",2013-12-06 0:00:00,"U","PR",,8471,,"DAY CARE CENTER",0,,"{86C6820E-A7E8-4368-B421-7D0C85964877}",,277,
"27-1268","BEST WESTERN ROCHESTER MARKETPLACE INN","1ST REINSPECTION",2013-12-06 0:00:00,"S","PR",,8472,,"HOTEL/MOTEL",0,,"{B03A511A-600C-424B-B870-F3A36C7AB30E}",,277,
"27dcc28","CHILD TIME/PENFIELD","2ND ANNUAL INSPECTION",2013-12-09 0:00:00,"S","PR",,8473,,"DAY CARE CENTER",0,,"{C2D63F9B-22F2-4C1D-8BD7-6B06DA749F38}",,277,
"27dcc27","CHILD TIME/N. CHILI","2ND ANNUAL INSPECTION",2013-12-09 0:00:00,"S","PR",,8474,,"DAY CARE CENTER",0,,"{ACE47BE4-C3C8-4999-96E3-E0E46A66FB58}",,277,
"27-6802","HAMPTON INN - WEBSTER","ANNUAL INSPECTION",2013-12-09 0:00:00,"U","PR",,8475,,"HOTEL/MOTEL",0,,"{418C45AF-CFC5-4D3E-A75D-E69A5B43C841}",,277,
"27dcc213","KREATIVE KIDS ZONE","2ND ANNUAL INSPECTION",2013-12-10 0:00:00,"S","PR",,8476,,"DAY CARE CENTER",0,,"{414F6A32-E2A9-4493-8D48-909AEDFF1C32}",,277,
"27dcc276","REACHING FOR THE STARS","2ND ANNUAL INSPECTION",2013-12-10 0:00:00,"S","PR",,8477,,"DAY CARE CENTER",0,,"{DB0A3A6A-09AD-44CD-853D-FBC6BD1A93A8}",,277,
"27-5457","BRIGHTON COURTYARD BY MARRIOTT","1ST REINSPECTION",2013-12-10 0:00:00,"S","PR",,8478,,"HOTEL/MOTEL",0,,"{9AD493B1-4058-42F4-9A09-501EB43829A3}",,277,
"27dcc75","INSPIRE LEARNING & CHILDCARE- BUFFALO RD.","2ND ANNUAL INSPECTION",2013-12-11 0:00:00,"U","PR",,8479,,"DAY CARE CENTER",0,,"{8E482005-1FEE-4F80-9EAD-2B17A5A8569A}",,277,
"27DCC60","HEADSTART - JEFFERSON AVE.","ANNUAL INSPECTION",2014-10-21 0:00:00,"S","PR",,1413900890,,"DAY CARE CENTER",0,,"{A37C26D3-6248-4293-8C50-2340298E7039}",,365,
"27DCC298","CREATIVE BEGINNINGS CHILDCARE","PRE-OP INSPECTION",2014-10-21 0:00:00,"S","ES",,1413899375,,"DAY CARE CENTER",0,,"{B8CD29BA-7A74-482C-B7F1-8C78C6A8CA23}",,369,
"27DCC114","PEARCE 4 KIDS","2ND ANNUAL INSPECTION",2014-10-21 0:00:00,"S","ES",,1062953348,,"DAY CARE CENTER",0,,"{D4AF6C3A-A057-4AA0-9FEC-974BF5E92884}",,369,
"27DCC75","INSPIRE LEARNING & CHILDCARE- BUFFALO RD.","1st REINSPECTION",2014-10-21 0:00:00,"S","ES",,162315317,,"DAY CARE CENTER",0,,"{C36E3F25-61B0-4B80-8771-1B8688F336CD}",,369,
"27DCC107","OUR SAVIOR LUTHERAN CHURCH DAY CARE","FIELD VISIT",2014-10-21 0:00:00,"S","ES",,-1464552622,,"DAY CARE CENTER",0,,"{1322414D-21FA-481B-BCD8-2E0802144318}",,369,
"27-0025","MAPLE RIDGE MOBILE HOME PARK","1ST REINSPECTION",2014-10-21 0:00:00,"S","PR",,1413913569,,"MOBILE HOME PARK",0,,"{7E48E60E-C820-49D6-9B5F-2975EC62BE1F}",,371,
"27-6117","CONROW #1","OPERATIONAL INSPECTION",2014-10-21 0:00:00,"S","PR",,-1816818546,,"MIGRANT HOUSING",0,,"{8BB95453-31D3-43F9-91BD-C2A2AA6EDB02}",,371,
"27-7121","CONROW #2","OPERATIONAL INSPECTION",2014-10-21 0:00:00,"S","PR",,-256816905,,"MIGRANT HOUSING",0,,"{AC79F326-45FD-470E-879D-1B1B25A6EF6E}",,371,
"27DCC204","BUBBLES DAY CARE","2ND ANNUAL INSPECTION",2014-10-21 0:00:00,"U","PR",,1413905271,,"DAY CARE CENTER",0,2014-11-18 0:00:00,"{89736D04-92C7-46AD-84D9-CBCD86CBA019}",,372,
"27DCC238","INSPIRE LEARNING & CHILD CARE","2ND ANNUAL INSPECTION",2014-10-29 0:00:00,"U","PR",,1414594587,,"DAY CARE CENTER",0,,"{2E3C8DF3-2B02-4A54-A5EC-C1AB1A047261}",,386,
"27DCC139","ST. JOHN LUTHERAN DAYCARE","2ND ANNUAL INSPECTION",2014-10-29 0:00:00,"S","PR",,1414596571,,"DAY CARE CENTER",0,,"{34EED67F-EEED-4DDE-9D96-D5F0DD948CA5}",,386,
"27-0443","EDGEWOOD PARK ESTATES","ANNUAL INSPECTION",2014-10-29 0:00:00,"S","PR",,1414607358,,"MOBILE HOME PARK",0,,"{709E6875-35A2-464A-BD0E-BDAFD6A377A1}",,387,
"27DCC178","HEADSTART/CLIFFORD AVE.","2ND ANNUAL INSPECTION",2014-10-30 0:00:00,"U","PR",,1414680141,,"DAY CARE CENTER",0,2014-12-05 0:00:00,"{18C50196-EEF6-4301-9021-177F53B90923}",,390,
"27DCC147","SUNSHINE DAY CARE","2ND ANNUAL INSPECTION",2014-10-30 0:00:00,"S","PR",,1414683837,,"DAY CARE CENTER",0,,"{AF4F5CC7-5DD0-4F89-9AB8-C1EF76E2E299}",,390,
"27-0773","TOWPATH MOTEL","ANNUAL INSPECTION",2014-10-30 0:00:00,"S","PR",,1414691508,,"HOTEL/MOTEL",0,,"{F8D51EE4-88E6-4A66-8F0D-6851EB3BED15}",,391,
"27DCC245","LIVING WATERS CHILD CARE 2","2ND ANNUAL INSPECTION",2014-10-31 0:00:00,"U","PR",,1414767091,,"DAY CARE CENTER",0,2014-11-24 0:00:00,"{25D6E5C2-487D-4089-ADC3-30F26E66A790}",,392,
"27-6547","SODOMA FARMS MIGRANT LABOR CAMP","PARTIAL INSPECTION",2014-10-31 0:00:00,"U","PR",,1415021237,,"MIGRANT HOUSING",0,,"{31EAC6FC-8F93-4A0A-A0D6-0041E35C41C5}",,393,
"27-1270","COUNTRY INN & SUITES/BRIGHTON","1ST REINSPECTION",2014-10-31 0:00:00,"S","PR",,1460705234,,"HOTEL/MOTEL",0,,"{1EAA58F1-99B8-44C1-861C-85FC4BBEEA36}",,393,
"27-6574","BRIGHTLY FARMS FARMWORKER HOUSING","PARTIAL INSPECTION",2014-10-31 0:00:00,"S","PR",,-1865327637,,"MIGRANT HOUSING",0,,"{5CF9B6BD-0D8A-4048-8ECB-0DE6A8E5DB5A}",,393,
"27-0052","MARTIN MOBILE HOME PARK","ANNUAL INSPECTION",2013-12-11 0:00:00,"S","PR",,8480,,"MOBILE HOME PARK",0,,"{9B1DF559-06A9-4827-98BE-164420411C7F}",,277,
"27dcc22","CHILD TIME/DORSEY","2ND ANNUAL INSPECTION",2013-12-13 0:00:00,"S","PR",,8482,,"DAY CARE CENTER",0,,"{C26B1D05-E0C1-450C-B709-3CB564B7B6A9}",,277,
"27dcc30","CHILDREN'S CENTER OF BRIGHTON #1","1ST REINSPECTION",2013-12-13 0:00:00,"S","PR",,8483,,"DAY CARE CENTER",0,,"{E1A6CA44-6CDB-465D-A736-4B1DD082CAD2}",,277,
"27dcc285","CRAYON CAMPUS","2ND ANNUAL INSPECTION",2013-12-16 0:00:00,"S","PR",,8484,,"DAY CARE CENTER",0,,"{EE99EE33-2164-407C-A7DC-6BB3F13021F4}",,277,
"27-0064","COBBLESTONE CREEK ESTATES","2ND REINSPECTION",2013-06-24 0:00:00,"S","PR",,8087,,"MOBILE HOME PARK",0,,"{300AA3B1-847E-4DCB-A458-8E1B7B0405AE}",,277,
"27-6194","SUNY BROCKPORT CAMP ABILITIES","OPERATIONAL INSPECTION",2013-06-25 0:00:00,"S","ES",,8088,,"CHILDREN'S PHYSICALLY HANDICAPPED OVERNIGHT CAMP",0,,"{2E0B5CBB-C4BE-44A8-8850-5AB54C6C9A7D}",,277,
"27-5331","SUNY BROCKPORT - MARK CODY WRESTLING CAMP","OPERATIONAL INSPECTION",2013-06-25 0:00:00,"S","ES",,8089,,"CHILDREN'S OVERNIGHT CAMP",0,,"{AF952420-CDDA-4553-A64A-D38D508EBA26}",,277,
"27-4959","BRESLAWSKI MIGRANT LABOR CAMP","PARTIAL INSPECTION",2013-06-25 0:00:00,"S","PR",,8090,,"MIGRANT HOUSING",0,,"{F322225F-F95A-490A-A2E3-38729C83333C}",,277,
"27-6319","ROBERTS WESLEYAN SPORTS CAMPS","OPERATIONAL INSPECTION",2013-06-25 0:00:00,"S","PR",,8091,,"CHILDREN'S DAY CAMP",0,,"{6AB6C4F9-AE77-4872-983D-36D72BAA93C9}",,277,
"27dcc280","3D SUMMER PROGRAM AT NORMAN HOWARD SCHOOL","PRE-OP INSPECTION",2013-06-25 0:00:00,"S","ES","3 Bay sink and additional handwash sink are present.  The 3 bay sink has an indirect drain.  Daycare uses only prewashed fruits and vegetables.  Any fruits and vegetable that are washed will be done i",8092,,"DAY CARE CENTER",0,,"{CBD89E6C-398A-49FE-AFDF-33696D311B37}",,277,
"27-5293","MONROE COMM. COLLEGE SPORTS CAMP","PRE-OP INSPECTION",2013-06-26 0:00:00,"S","PR",,8093,,"CHILDREN'S DAY CAMP",0,,"{258B14C5-C4E9-4411-A65D-1ED1D6BCAB25}",,277,
"27-6093","MCC SUMMER COLLEGE FOR KIDS","PRE-OP INSPECTION",2013-06-26 0:00:00,"S","PR",,8094,,"CHILDREN'S DAY CAMP",0,,"{32D60270-A18B-44E1-B9E9-75A1D5A122B3}",,277,
"27-7145","MUSCULAR DYSTROPHY@ROCHESTER ROTARY","OPERATIONAL INSPECTION",2013-06-26 0:00:00,"S","PR",,8095,,"CHILDREN'S PHYSICALLY HANDICAPPED OVERNIGHT CAMP",0,,"{68F585DC-3911-43CA-9885-97A7095C6F64}",,277,
"27-7158","AMERICAN DIABETES ASSOC - CAMP ASPIRE","PRE-OP INSPECTION",2013-06-26 0:00:00,"S","ES","Application and safety plan submitted on 6/20/2013, did not submit 30 days prior to opening. ES",8096,,"CHILDREN'S OVERNIGHT CAMP",0,,"{6A81AAC9-4D55-4A2E-A280-4549412D4A86}",,277,
"27-6271","CAMP DAVID & FRIENDS","PRE-OP INSPECTION",2013-06-27 0:00:00,"S","PR",,8097,,"CHILDREN'S DAY CAMP",0,,"{FED4A1CD-42EC-4E11-A745-14120C4D0BC3}",,277,
"27-5521","GAN ISRAEL DAY CAMP","PRE-OP INSPECTION",2013-06-27 0:00:00,"S","PR",,8098,,"CHILDREN'S DAY CAMP",0,,"{04DE3FE6-A490-4692-8762-43FD3D997724}",,277,
"27-5192","MARTIN FARMS MIGRANT LABOR CAMP","PARTIAL INSPECTION",2013-06-27 0:00:00,"S","PR",,8099,,"MIGRANT HOUSING",0,,"{36C9D82E-B195-4E04-99F7-718C1514FDB5}",,277,
"27-0951","COMMUNITY PLACE TRAVELING CAMP","COMPLAINT",2013-06-28 0:00:00,"S","ES",,8100,,"CHILDREN'S TRAVELING DAY CAMP",0,,"{4F70DEED-A0A7-47E0-ABF5-E89D36388658}",,277,
"27-709d","Town of Brighton Rec/Parks - Brookside Early Bird","PRE-OP INSPECTION",2013-06-28 0:00:00,"S","ES",,8101,,"CHILDREN'S MUNICIPAL DAY CAMP",0,,"{5D6A2C7D-9C43-426A-A589-2538B243BB6E}",,277,
"27-709c","Town of Brighton Rec/Parks - Brookside Playground","PRE-OP INSPECTION",2013-06-28 0:00:00,"S","ES",,8102,,"CHILDREN'S MUNICIPAL DAY CAMP",0,,"{860C43D4-96D4-4B26-9099-78E6793C4328}",,277,
"27-709a","Town of Brighton Rec/Parks - Council Rock","PRE-OP INSPECTION",2013-06-28 0:00:00,"S","ES",,8103,,"CHILDREN'S MUNICIPAL DAY CAMP",0,,"{ECA5596C-B0F2-4536-9859-EBFD9BBFDDFA}",,277,
"27-709","Town of Brighton Rec/Parks - Toddlers & Waddlers","PRE-OP INSPECTION",2013-06-28 0:00:00,"S","ES",,8104,,"CHILDREN'S MUNICIPAL DAY CAMP",0,,"{FE436CE4-19CA-42CA-AFDF-226644E5949F}",,277,
"27-709F","Town of Brighton Rec/Parks - TCMS Camp","PRE-OP INSPECTION",2013-06-28 0:00:00,"S","ES",,8105,,"CHILDREN'S MUNICIPAL DAY CAMP",0,,"{F9294D74-9F88-40CD-A455-C0C88F1F0F86}",,277,
"27-1294","SUPER 8 MOTEL","1ST REINSPECTION",2013-06-28 0:00:00,"S","PR",,8106,,"HOTEL/MOTEL",0,,"{EE715E6F-F90C-47D1-ABCE-00526F16CC77}",,277,
"27-6473","HINDU HERITAGE SUMMER CAMP","PRE-OP INSPECTION",2013-06-28 0:00:00,"S","PR",,8107,,"CHILDREN'S OVERNIGHT CAMP",0,,"{79308D6B-83A7-4B99-86F8-4B6D83688B61}",,277,
"27-7842","CITY OF ROCHESTER SPORTS CAMP","PRE-OP INSPECTION",2013-06-28 0:00:00,"S","PR",,8108,,"CHILDREN'S DAY CAMP",0,,"{544C4377-822B-402D-A597-D00F71C60AEE}",,277,
