"FAC.","OPERATION ID","FACILITY_NAME","FACILITY_ADDRESS","FAC_CITY","FAC_ZIP","ACTIVE","OPERATOR_OWNER","PHONE","OPER_ADDRESS","OPER_CITY","OPER_ZIP","CONTACT","EMAIL_1","EMAIL_2","FAC_TYPE","FOOD SERVICE DESCRIPTION","FOOD SERVICE ESTAB","CATERED","BUILDING AGE","LEAD PROGRAM REF DATE","LEAD INSP DATE","LEAD INSPECTION RESULTS","LEAD CLEARANCE DATE","COMMENTS","ANNUAL INSP","ANNUAL S/U","INSPECTOR","1ST REINSP","1ST REINSP S/U","PARTIAL INSP","CAPACITY","PROFIT","FEE","FEE CODE","COMPLAINT_DATE","DATE_ABATED","SERVICE","DATE_TO_BUS","INVOICE DATE","INVOICE .","MCHDNUMBER","OP_KEY","CAT","SUBCAT","STATUS","PHONENO","PRIMARYOP","Customer acct no","2ND REINSP","2ND REINSP S/U","3RD REINSP","3RD REINSP S/U","FOOD PLAN RECEIPT DATE","FOOD PLAN APPROVAL DATE","FOOD PLAN CORRECTIVE ACTIONS","INSPECTOR CONTACT","2ND ANNUAL INSP","2ND ANNUAL S/U","PRE OP INSPECTION","PRE OP S/U","PART 14-1 PERMIT","s_GUID","ACTIVATION DATE","DEACTIVATION DATE","OPERATOR PHONE","TimeUpdated","Gen_COMMENTS","Gen_FOOD PLAN CORRECTIVE ACTIONS","Gen_FOOD SERVICE DESCRIPTION","s_ColLineage","s_Generation","s_Lineage"
"27DCC291",,"CLOSE TO HOME CHILD CARE","95 STANTON LANE","ROCHESTER, NY","14621","No","KRISTEN BELCULFINE","342-1701","95 STANTON LANE","ROCHESTER, NEW YORK","14617","KRISTEN BELCULFINE","close2home@rochester.rr.com",,"DAY CARE CENTER","B-cereal, bagel, fruit, milk, 
L-chix nuggets, turkey meatballs, turkey breakfast sausage, ham and cheese sand., soynut butter w/ jelly, turkey and american cheese, turkey hot dog, grilled cheese, cheese quesadilla, veg. fruit, milk.
S-animal crackers, vanilla wafers, veggies, pretzels, goldfish, chex mix,teddy grahams, water.","MEDIUM","Yes","PRE-1978",,,,,"Moving to new location at the end of June 2014.  Capacity may change.  Current plan is to prepare meals on site yet are looking into ""Catering Works"".  LH

3/17/2015 - TC to Kristen. They switched to catering in October - Sarkis.   Risk changed to Medium. Address was incorrect in database.  Correct address is 95 Stanton Lane. LH

6/24/2015 - OCFS Closed Daycare due to Violations.  Information in file from local paper.  LH",2014-09-30 0:00:00,"S","LH",,,,136.00,1,$175.00,"DCC3",,,,,,,2310477,,,,,,,,,,,,2014-03-13 0:00:00,2014-03-15 0:00:00,"NONE",,2014-12-11 0:00:00,"S",2014-07-03 0:00:00,"S",,"{4A278D3C-0E2F-4A2C-9A40-A7983B68AFD4}",,2015-06-19 0:00:00,,,1537,1537,1537,,1537,
"27DCC292","908835","KREATIVE KIDS ZONE CHILD CARE CENTER Site #2","350 NORTH STREET","ROCHESTER. NY","14605","Yes","ELETHA WILLIAMS","(585) 683-0863","11 CABOOSE CIRCLE","NORTH CHILI, NY","14514","ELETHA WILLIAMS","teacherjob49@yahoo.com",,"DAY CARE CENTER","Breakfast - cereal, fruit, toast, eggs, waffles, pancakes.  Lunch - Chicken, grilled cheese, spaghetti/ground beef, turkey sandwhich.   Snack - crackers, fresh fruit","MEDIUM","No","PRE-1978",,,,,"Facility has a 3 bay sink, a separate fruit and vegetable prep sink with an indirect drain and a separate hand wash sink. ES",2018-01-31 0:00:00,"S","EC",,,,75.00,0,$175.00,"DCC3",,,,,,,2310478,,,,,,,,2017-08-29 0:00:00,"S",,,2014-04-10 0:00:00,2014-04-11 0:00:00,"NONE","PETER RIGHTMYER, 753-5541",2014-11-10 0:00:00,"S",2014-04-22 0:00:00,"S","NO","{3AAC7920-5016-4CEE-9580-6F9220D4587E}",,,,,0,1537,1537,,0,
"27DCC293",,"URBAN LEAGUE OF ROCHESTER","265 N. CLINTON AVE","ROCHESTER, NY","14605","No","URBAN LEAGUE OF ROCHESTER NY, INC","(585) 325-6530","265 N. CLINTON AVENUE","ROCHESTER, NEW YORK","14605","JOYCE MACK",,,"DAY CARE CENTER","CATERED BY FOODLINK -single service cups, plates, bowls.  Fresh fruits/vegs. are pre washed.  If meals are prepared in the future, kitchen redesign/renovation will be required.PR 6/26/14","MEDIUM","Yes","PRE-1978",,,,,"Single service cups, plates, bowls.  Fresh fruits/vegs. Are pre washed.  If meals are prepared in the future, kitchen redesign/renovation will be required.PR 6/26/14",2014-07-30 0:00:00,"S","PR",,,,80.00,1,$175.00,"DCC3",,,,2014-08-29 0:00:00,,,2310479,,,,,,,,,,,,2014-06-23 0:00:00,2014-06-25 0:00:00,"1. Install  third basin for sanitizing dishes next to existing 2 bay sink in Kitchen.
2. Install indirect drain in Vegetable Prep sink located in ""Dining Room"".
3.  Handwashing sink must be located in Kitchen.","Peter Rightmyer, 753-5541",,,2014-06-26 0:00:00,"S","NO","{EB0E1405-B8A9-4F18-AEA6-1F8E55A0E97F}",,,,,1537,1537,1537,,1537,
"27DCC294","908187","CAROLYN'S LADDER OF LEARNING","1733 NORTON ST - SUITE 7","ROCHESTER, NY","14609","No","CAROLYN TEJADA","(585) 266-3000","1733 NORTON ST - SUITE 7","ROCHESTER, NY","14609","CAROLYN TEJADA","clldcc@frontier.com",,"DAY CARE CENTER","Breakfast (hot and cold items), Lunch (meat, vegetable, fruit). Snack - Menus to be provided at pre-op.
No reheating of TCS foods - Risk Medium","MEDIUM","No",,,,,,"6/19/2015 - TC from Carolyn.  Facility has kids and is open.  Need FSE Inspection. LH
4/11/2016 - 2016 Invoice returned as undeliverable to a home address on Burbank St.  Address changed to facility address and remailed. LH
9/23/2016 - Inspection done 9/22/16.  Operator is closing daycare at this location 9/23/2016.  May open at different location. Advised need for plan review for new location. LH",2016-09-22 0:00:00,"s","LH",,,,55.00,1,$130.00,"DCC2",,,,,,,1405362518,,,,,,,,,,,,2014-07-14 0:00:00,2014-07-14 0:00:00,"NONE","PETER RIGHTMYER, 753-5541",,,2014-08-04 0:00:00,"S","NO","{0759C66E-A816-4EDF-A24E-4C9934CAB433}",2015-06-19 0:00:00,2016-09-23 0:00:00,"266-3000",,1725,1537,1622,,1725,
"27DCC295","908836","KREATIVE KIDS ZONE CHILDCARE #3","1065 NORTH CLINTON AVE","ROCHESTER, NY","14621","Yes","BETHESDA CHARITIES","(585) 683-0863","1065 NORTH CLINTON AVENUE","ROCHESTER","14621","ELETHA WILLIAMS","teacherjob49@yahoo.com",,"DAY CARE CENTER","Meals made at daycare - breakfast, snack and hot lunch.  Eggs, bacon, fresh cut up fruit, meatloaf, fish, Mac & Cheese, beef steak, baked chicken, baked turkey, spaghetti meat sauce.","MEDIUM","No","PRE-1978",,,,,"Facility has a 3 bay sink, a separate fruit and vegetable prep sink with an indirect drain and a separate hand wash sink. ES",2017-08-29 0:00:00,"S","EC",2014-12-30 0:00:00,"S",,100.00,1,$175.00,"DCC3",,,,,,,1407764577,,,,,,,,,,,,2014-08-09 0:00:00,2014-08-11 0:00:00,"NONE","PETER RIGHTMYER, 753-5541",2014-12-16 0:00:00,"U",,,"NO","{C9EE2522-D633-4178-B3D6-894C077FA8B6}",,,,,0,1537,1537,,0,
"27DCC296","909173","RISING STARS CHILDCARE CENTER","3450 RIDGE RD WEST","ROCHESTER, NY","14626","Yes","VALERIE NIX","(585) 201-1757","74 RIO GRANDE DRIVE","NORTH CHILI, NY","14514","VALERIE NIX","sunshineatthevillage@yahoo.com","sunshinecreativefamilydaycare@yahoo.com","DAY CARE CENTER","Breakfast, Lunch & snack - Otamal, fresh fruit, cereral, BBQ chicken, ground turkey, stak, vegtable soup, mashed potatoes, beans, broccoli","MEDIUM","No",,,,,,,2018-01-31 0:00:00,"S","jg",2016-05-19 0:00:00,"U",,47.00,1,$130.00,"DCC2",,,,,,,2091289452,,,,,,,,2016-09-19 0:00:00,"U",,,2014-08-12 0:00:00,2014-08-13 0:00:00,"NONE","PETER RIGHTMYER, 753-5541",,,2014-08-15 0:00:00,"S","NO","{F3213885-EABA-4DD6-AB08-F3424792B585}",2014-08-15 0:00:00,,,,0,1537,1537,,0,
"27DCC297","909241","STEPPING STONES LEARNING CENTER","2111 HUDSON AVENUE","ROCHESTER, NY","14617","No","STEPPING STONES LEARNING CENTER","467-4567","2111 HUDSON AVENUE","ROCHESTER, NY","14617","RACHEL CHALMERS","rchalmers@steppingstoneslearning.com","mbrooks@steppingstoneslearning.com","DAY CARE CENTER","HILLSIDE - Breakfast and Lunch.  Lunch provided as both individual and bulk service.  See menus.","MEDIUM","Yes","POST-1978",,,,,"The kitchen has a 3 bay sink, along with a fruit and vegetable sink with an indirect drain and a separate hand wash sink.


OPENING 9/3/2014

7/20/2016 - TC from Mary.  Using Hillside catering now.  May want inspection yet she's not sure if needed soon.  Advised annual inspection will be done before end of year.  Call if needed sooner. LH",2016-10-26 0:00:00,,"JG",2015-07-28 0:00:00,"U",,146.00,0,$125.00,"DCC9",,,,,,,1408648652,,,,,,,,,,,,2014-08-21 0:00:00,2014-08-21 0:00:00,"NONE","Earl Stich,  753-5574",,,2014-08-25 0:00:00,"S","NO","{CBAB2829-6A50-459A-914A-A99DDBE4A1BD}",,2017-06-29 0:00:00,,,1726,1537,1726,,0,
"27DCC298","908455","CREATIVE BEGINNINGS CHILDCARE","2881 CULVER RD","ROCHESTER, NY","14622","Yes","JENNIFER FRANCO","(585) 323-2650","2881 CULVER RD","ROCHESTER, NEW YORK","14622","JENNIFER FRANCO","cbeginnings@gmail.com,jfranco_cbcc@hotmail.com","","DAY CARE CENTER","Breakfast- Milk, sliced apples and oranges, cereal, waffles, instant oatmeal
Lunch- Pizza, Pasta, chicken alfredo, egg salad, chicken casserole, turkey sandwich, fruit, sliced vegetables, cooked carrotts, peas, beans. 
PM snack- Pretzles, crackers, cheese cubes, peanut butter, apple slices","MEDIUM","No","PRE-1978",,,,,,2017-07-11 0:00:00,"S","jg",2015-11-10 0:00:00,"U",,50.00,0,$65.00,"DCC7",,,,,,,1411409244,0,,,,,,,2015-12-17 0:00:00,"S",,,2014-09-19 0:00:00,2014-09-22 0:00:00,"NONE","Peter Rightmyer, 753-5571",,,2014-10-21 0:00:00,"S","No","{B0C82CB6-2B7E-496A-8676-1D3F50EBBF50}",,,,,0,1537,1537,,0,
"27DCC299","920110","GRANT AT PLAY","190 MURRAY ST","ROCHESTER, NY","14606","Yes","LYNNENE GRANT","(585) 414-7276","140 ORANGE STREET","ROCHESTER, NY","14611","LYNNENE GRANT","lynnenegrant@aol.com",,"DAY CARE CENTER","Catered by Freshewise catering.  Breakfast and Lunch provided. See menues.","MEDIUM","Yes",,,,,,,2017-04-25 0:00:00,"U","jg",2016-08-04 0:00:00,"S",,37.00,1,$130.00,"DCC2",,,,,2016-05-05 0:00:00,"DC2016-0202",1412787562,,,,,,,,,,,,2014-10-08 0:00:00,2014-10-08 0:00:00,"NONE","Peter Rightmyer, 753-5541",,,2014-10-24 0:00:00,"S","NO","{A30B2848-8AB7-437D-9AC5-8A53263AC16A}",,,,,1726,1538,1538,,1726,
"27DCC300","908773","JACK N JILL CHILDCARE","525 OLD RIDGE ROAD","WEBSTER, NY","14580","Yes","JACK N JILL CHILDCARE INC.","(585) 330-1527","1998 EMPIRE BLVD","WEBSTER, NY","14580","JOYCE LOMANACO","jacknjillchildcare@yahoo.com",,"DAY CARE CENTER","Cereal and milk, dry afternoon snack (details not provided on types of food - bulk or single service?), Fresh Fruit.  Lunches from home on ""days off and summer"".","LOW","No",,,,,,,2017-11-17 0:00:00,"S","EC",2016-09-20 0:00:00,"S",,25.00,1,$90.00,"DCC1",,,,,,,1413301751,,,,,,,,,,,,2014-10-14 0:00:00,2014-10-14 0:00:00,"1.  MOP SINK - INSTALL WHERE CONVENIENT.
2. STEM THERMOMETER (0-220 F) - PROVIDE.","Peter Rightmyer, 753-5541",,,2014-11-24 0:00:00,"S","NO","{5D92D0C9-F700-4EDA-AA1F-C986461A4990}",,,,,0,1538,1538,,0,
"27DCC301","909233","SMALL WORLD NURSERY","2406 OLD BROWNCROFT BLVD","ROCHESTER, NY","14625","No","SMIT PATEL & HETAL PATEL","381-4647","917 POND VIEW HEIGHTS","ROCHESTER, NY","14612","KELLY LYSENKO","HATEL@smallworlddaycare.COM","kelly@smallworlddaycare.com","DAY CARE CENTER","ABVI - Lunch, bulk service.  Hot meals, fresh washed fruits/vegetables.","MEDIUM","Yes","PRE-1978",,,,,"Facility appears closed. Emailed owner to verify.


12/1/2014 - Mr. Patel is purchasing daycare. May close by end of Dec 2014.  Discussed 14-1 requirements including need for additional sinks.  App for plan review emailed. LH

1/29/2018 Spoke with Mr Patel. He said that the facility is closed at this time. They are doing renovations and will not be completed for at least 3-4 months. Not changing the kitchen though. Asked him to re-apply when they are ready. Jrg",2017-03-06 0:00:00,"U","jg",2017-03-20 0:00:00,"U",,86.00,1,$175.00,"DCC3",,,,,,,1417617823,,,,,,,,,,,,2014-12-02 0:00:00,2014-12-03 0:00:00,"1. Install  third basin for sanitizing dishes next to existing 2 bay sink in Kitchen. 
2. Install separate Hand Washing Sink in Kitchen. 
3. Install separate Vegetable/Fruit prep sink with indirect drain in Kitchen. 
4.  Floor Coverings of Food Storage, Food Preparation and utensil washing areas must be smooth, durable and non-absorbent.  Remove Carpeting and install acceptable flooring material.
5.  Provide thermometer that measures air temperature in all refrigerators (this is required in addition to ""control setting"" statement made on plan review question #6).","Peter Rightmyer, 753-5541",,,2015-02-03 0:00:00,"S","NO","{26CD3BF8-627F-4A86-821E-088D3C5A0F6B}",,2017-11-29 0:00:00,"(585) 747-6834",,0,1538,1538,,0,
"27DCC302",,"MY LITTLE HONEYS","1192 MANITOU RD","HILTON, NY","14468","No","IRIS SCOTT","520-8947","3220 WHITE SWAN DRIVE","ROCHESTER, NY","14626","IRIS SCOTT","mylittlehoneys1@gmail.com",,"DAY CARE CENTER","Catered by Goodwill ABVI.  See Sample Menus.  Breakfast, Lunch & Snack.","HIGH","Yes","PRE-1978",,,,,"12/16/2014 - TC to Iris.  New sinks recently installed to meet 14-1 requirements.  Food to be catered by Goodwill ABVI.  She plans on opening soon after FSE is inspected/approved.",,,"ES",,,,85.00,0,$125.00,"DCC9",,,,,,,1418756943,,,,,,,,,,,,2014-12-16 0:00:00,2014-12-16 0:00:00,"NONE","PETER RIGHTMYER",,,2015-01-07 0:00:00,"S","NO","{F7C88A8F-FDBE-4EF5-86F3-DA179DBA2DA0}",,2015-02-11 0:00:00,"520-8947",,1538,1538,1538,,1538,
"27DCC305","909727","PARMA FREE CENTER","167 LAKE AVENUE","HILTON, NY","14468","No","PAMELA MERRILL","(585) 506-5707","202 LAKE AVENUE","HILTON","14468","PAMELA MERRILL","Pamnmyke@AOL.Com","parmafreecenterkids@gmail.com","DAY CARE CENTER","Breakfast - waffles, fruit.  After school snack.  Limited food prep at this point.","LOW","No",,,,,,"New daycare operating in St. Leo Church.  Pam will install 3rd basin with indirect drain.  St. Leo Kitchen may be renovated in near future pending funding.

6/1/2015 - Pre-op completed. Not opening until Sept 8, 2015.  3rd sink installed with an indirect drain for sanitizing and for food prep.  Sink is very small yet adequate since facility used single service and only reheats limited food.  Hand washing sink is across the hall in a common bathroom (advised not to use sink in diaper changing area in classroom or any kitchen sinks).

12/29/16 Per Pam, they are now out of this building. Jrg",2016-05-31 0:00:00,"U","jg",,,,30.00,1,$130.00,"DCC2",,,,,,,1432648155,,,,,,,,,,,,2015-05-22 0:00:00,2015-05-26 0:00:00,"1.  REMOVE CARPETING FROM KITCHEN - ALL FLOORS MUST BE SMOOTH AND CLEANABLE.","LEE HOUSTON, 753-5571",,,2015-06-01 0:00:00,"U","NO","{9054579B-1DD1-44AD-B2E6-D5E4955589DE}",,2016-12-29 0:00:00,"(585) 506-5707",2015-05-26 9:49:15,1726,1538,1538,,1726,
"27DCC306","908528","FOREVER FRIENDS CHILDCARE","95 STANTON LANE","ROCHESTER, NY","14617","Yes","FOREVER FRIENDS CHILDCARE LLC","(585) 472-6478","95 STANTON LANE","ROCHESTER, NY","14617","MARGARET MARY STENZEL","4everfriendschildcare@gmail.com",,"DAY CARE CENTER","1/28/2016 - Facility will use Sarkis effective 2/1/2016.  Risk changed to Medium. LH","MEDIUM","Yes",,,,,,"8/7/2015 - Daycare will operate out of facility that closed in  6/2015.  Past facility had adequate sinks per plan review approved in 3/2014.   New owner submitted plan review, need to know if they will prepare meals or cater.  LH

8/11/2015 - Pre-op done.   Will open by end of August.  LH",2018-01-19 0:00:00,"S","jg",2017-03-03 0:00:00,"U",,90.00,1,$175.00,"DCC3",,,,,,,1438974399,,,,,,,,2017-04-04 0:00:00,"S",,,2015-08-07 0:00:00,2015-08-11 0:00:00,"NONE","Lee Houston, 753-5571",,,2015-08-11 0:00:00,"U",,"{467267E6-EA43-476A-9289-632F654E0D10}",,,"(585) 472-6478",2015-08-07 15:06:39,0,1538,1684,,0,
"27DCC307","909735","SUNSHINE VILLAGE CHILDCARE","426 LYELL AVENUE","ROCHESTER, NY","14606","Yes","Valerie Nix","(585) 201-1757","74 Rio Grande Drive","North Chili, NY","14514","Valerie Nix","sunshinecreativefamilydaycare@yahoo.com",,"DAY CARE CENTER","All food prepared on site - menus requested.","MEDIUM","No",,,,,,"10/05/2015 - Invoice for facility submitted to Jim Rood for payment.  LH

12/2/2015 TC to Valerie, day care has not opened yet.  May open in a week or tow. ES",2017-06-30 0:00:00,"U","jg",,,,90.00,0,$175.00,"DCC3",,,,,,,1440685187,,,,,,,,,,,,2015-08-24 0:00:00,2015-08-28 0:00:00,"1.  Install a 3-Bay Stainless Steel Sink with drain board (Wash, Rinse and Sanitizing Basins)
2.  Install Separate Hanwashing sink.
3.  Install Stainless Steel Food Prep sink with an Indirect Drain.
4.  Provide Sample Menues.","Earl Stich, 753-5574",,,2015-10-05 0:00:00,"S","No","{8C009EB6-AF46-4E2F-9892-D9669848043D}",,,"(585) 201-1757",2015-08-27 10:19:47,0,1538,1538,,0,
"27DCC311","918581","SUNSHINE VILLAGE DAY CARE LEE RD","687 LEE RD","ROCHESTER, NY","14606","Yes","VALERIE NIX","(585) 201-1757","74 RIO GRANDE DR","NORTH CHILI","14514","VALERIE NIX","SUNSHINECREATIVEFAMILYDAYCARE@YAHOO.COM",,"DAY CARE CENTER",,"MEDIUM","No","POST-1978",2012-04-24 0:00:00,,,,,2017-09-28 0:00:00,"U","jg",,,,78.00,1,$175.00,"DCC3",,,,,,,-1735158806,,,,,,,,,,,,2016-04-14 0:00:00,2016-04-14 0:00:00,"NONE","EARL STICH, 753-5574",,,2016-04-19 0:00:00,"S","No","{2598AAD8-E648-4231-A557-308F9DAD46D3}",2016-09-06 0:00:00,,"585-201-1757",2016-04-13 13:57:07,0,1726,,,0,
"27DCC312","920416","SAN LORENZO MONTESSORI, INC","10 WICKFORD WAY","FAIRPORT, NY","14450","Yes","Maria Darby","585-586-9180","646 Celtic Way","Webster, NY","14580","Maria Darby","primary.maria@gmail.com",,"DAY CARE CENTER","Snacks, waffles","MEDIUM","No","PRE-1978",,,,,,2017-09-20 0:00:00,"S","EC",,,,40.00,0,$130.00,"DCC2",,,,,2016-05-05 0:00:00,"DC2016-0200",1462205111,,,,,,,,,,,,2016-05-02 0:00:00,2016-05-04 0:00:00,"NONE","Earl Stich, 753-5574",,,,,"NO","{FD2804E7-FB29-4086-8431-02AE0592D1A0}",2016-05-05 0:00:00,,"585-755-2182",2016-05-02 12:05:11,0,1726,1726,,0,
"27DCC313",,"POLKA DOT PLACE","1292 E. RIDGE RD","ROCHESTER, NY","14621","Yes","POLKA DOT PLACE LLC","(609) 751-8143","71 SHRUBBERY LANE","ROCHESTER, NY","14624","OLAYINKA AKINLAWON","oakinlaw@alumni.princeton.edu",,"DAY CARE CENTER","Breakfast & Lunch - See menus.  Cook and serve.","MEDIUM","No","POST-1978",,,,,"5/18/2016 - Preop conducted.  Opening around mid June. LH
6/14/2016 - Emailed to OCFS to see if facility is open.  As of 6/14/16 not opened as they require more inspections. LH",2017-10-12 0:00:00,"S","EC",2016-09-13 0:00:00,"U",,50.00,0,$130.00,"DCC2",,,,,,,1463515998,,,,,,,,,,,,2016-05-13 0:00:00,2016-05-17 0:00:00,"Kitchen Plan references seven (7) High Chairs in the Kitchen. All  High Chairs must be removed from the kitchen.  Children are not allowed in the kitchen and eating in the kitchen is prohibited by all persons.","Lee Houston, 753-5571",,,2016-05-18 0:00:00,,"No","{1CAEDE3B-EE79-46D2-8A5D-DC63A90397EB}",2016-05-17 0:00:00,,"(609) 751-8143",2016-05-17 16:13:18,0,1726,1726,,0,
"27DCC314",,"EXPRESSIVE BEGINNINGS - STONE RD","1680 STONE RD","ROCHESTER, NY","14615","Yes","HERITAGE CHRISTIAN SERVICES CHILD CARE LLC","(585) 340-2000","275 KENNETH DR, Suite 100","ROCHESTER, NY","14623","JENNISON BIELEMEIER","jbielemeier@heritagechristianservices.org",,"DAY CARE CENTER","Freshwise (Foodlink) Catering - Breakfast, snack and Lunch.  Sample menus provided.","MEDIUM","Yes","POST-1978",,,,,"New building, daycare opening around mid June 2016.",2017-08-08 0:00:00,"S","jg",,,,116.00,0,$250.00,"DCC4",,,,,,,1464101961,,,,,,,,,,,,2016-05-23 0:00:00,2016-05-25 0:00:00,"NONE","Jody Grant, 753-5574",,,,,"NO","{AB3EBBDE-C40D-40D3-AF8A-014A4D772113}",2016-05-25 0:00:00,,"(585) 872-0663",2016-05-24 10:59:21,0,1726,1726,,0,
"27DCC315",,"BADEN ST @ CHARLES SETTLEMENT","431 JAY STREET","ROCEHSTER","14611","Yes","BADEN STREET SETTLEMENT INC","(585) 232-4330","500 N. CLINTON AVE","ROCHESTER","14605","CAROL ROBINSON","CROBINSON@BADENSTREE.ORG",,"DAY CARE CENTER","Planning on using Freshwise","MEDIUM","Yes","PRE-1978",,,,,"Refrigerator not working. Maintenance was sent same day. Instructed to send invoice when fixed. EC


6/20/2016 - Food Plan application submitted, kitchen diagram missing.($75 fee paid).  TC to Carol, she'll submit kitchen diagram.  Facility recently had a 3 bay sink installed. An additional 2 bay is present, (hand sink and Food Prep).  Discussed installing indirect drain.  Food wil be catered, yet not hired yet.  Info to be provided.  Opening Sept 2016. LH
8/8/2016 - TC from Carol Robinson.  Diagram emailed. TC to Carol.  Discussed plan, notes made on plan.  Will be hiring ""Freshwise"" for breakfast and lunch only.  Contract not finalized yet.  Opening 9/7/216. LH",2017-09-29 0:00:00,"U","EC",,,,28.00,1,$130.00,"DCC2",,,,,,,1466432204,,,,,,,,2017-10-13 0:00:00,"S",,,2016-06-20 0:00:00,2016-08-09 0:00:00,"1. Install Paper towels in paper towel dispenser next to handsink.
2.  Remove Hand soap dispenser from wall adjacent to Food Prep Sink.
3.  Install Hand soap dispenser over hand washing sink.","EARL STICH, 753-5574",,,,,"NO","{E6339F33-4B1A-4243-BB2A-69033CCB0855}",2016-08-09 0:00:00,,"(585) 232-4330",2016-06-20 10:16:44,0,1726,1726,,0,
"27DCC316",,"PARMA KIDS PRESCHOOL & CHILD CARE","39 HOVEY ST","HILTON, NY","14468","Yes","PAMELA MERRILL","(585) 506-5707","P.O. BOX 57","HILTON, NY","14468","PAMELA MERRILL","Pamnmyke@AOL.Com",,"DAY CARE CENTER",,"MEDIUM","No","PRE-1978",,,,,"8/26/2016 - Earl to call operator to establish Risk level. LH
9/30/16 Children bringing lunch at this time. Jg

12/29/16 Per conversation with Pam, rec'd their license 12/24/16 but are closed this week. They will open 1/2/17. But at this time they are only wrap around/universal pre-k/nursery school. They will only be serving snacks and the kids will be bringing lunch until they can get their numbers up. Jrg",2017-04-07 0:00:00,"U","jg",2016-10-19 0:00:00,"S",,44.00,1,$130.00,"DCC2",,,,,,,1472239096,,,,,,,,,,,,2016-08-26 0:00:00,2016-08-26 0:00:00,"NONE","JODY GRANT, 753-5541",,,2016-09-30 0:00:00,,"No","{712EC884-074D-4077-9E67-55C36287A90B}",2016-09-16 0:00:00,,"(585) 506-5707",2016-08-26 15:18:16,1726,1726,,,0,
"27DCC317",,"THE RITE CARE CHILD DEV CENTER","1733 NORTON ST -SUITE 7","ROCHESTER, NY","14609","Yes","RITE CARE CHILD DEV CENTER","(585) 713-4669","1733 NORTON ST, STE 7","ROCHESTER, NY","14609","ELLIS HARRIS","PASTOREDHARRIS@YAHOO.COM",,"DAY CARE CENTER","Breakfast, Lunch, snack","MEDIUM","No",,,,,,"10/19/2016 - Office conference with Ellis Harris.  Going into location where Carolyn's Ladder daycare recently operated.  Discussed violations found in 9/2016.  He will be making repairs including new flooring and painting cabinets.  He stated cook had food worker training and may be a caterer. LH

12/21/2016 - TC to Ellis.  OCFS will do final walk through on 1/4/2017, opening possible by next day.  LH",2017-04-20 0:00:00,"U","jg",2017-05-08 0:00:00,"U",,45.00,0,$130.00,"DCC2",,,,,,,1476969945,,,,,,,,,,,,2016-10-19 0:00:00,2016-10-20 0:00:00,"NONE","LEE HOUSTON, 753-5571",,,2016-11-17 0:00:00,"S","NO","{5DBF9B9A-397E-4900-A8EE-510C48FD0A2D}",2016-10-20 0:00:00,,"(585) 713-4669",2016-10-20 9:25:45,1726,1726,1726,,0,
